"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15.9598156165782","-72.9526299594284","0.684444568329766","8.73140588609991","0.781348683911972","5.9805311587283","1.92289750716468","0.902494524015211","6.01442157782213","23.7235565588701","5.15513023321681","21.3375625432573","24.7310233905449","7.383981837318","14.7974580232203","16.5674367154294","11.2610049456394","7.43343155382816","-28.5527701308983","7.41934098514518","1.76821657845305","4.99154620058444","0.546236961267894","-2.29153044720563","2.81326410225392","-0.296887560199451","9.02497121169704","3.70807851024517","10.5101883018243","-2.51360992792249","2.61374114912326","9.183507012096","",
"American Samoa","ASM","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","2.12579224557629","20.0121963691458","19.4546563193605","12.9753235692922","-20.5923968284987","-0.550613046946609","9.65851926652297","18.4664947116706","22.9901918841435","22.9868810373557","9.76295224735964","11.6470905880699","-5.05193508745563","4.41917140536152","-2.20164929204934","-6.10929918065378","4.4946200118614","2.16483561032963","11.0789254394666","7.25181295323827","7.61416247543552","7.94515460088516","6.52024314715003","-18.263795423957","6.02338218343507","8.64757408212698","1.82114471953795","19.5591745051243","35.4500833705174","8.09868922948884","0.351259884196537","-6.81999808202541","-25.2903137275081","-13.2338422683963","1.52199364442214","3.82573677466593","4.97708039492241","2.01702970962161","14.4277624127486","10.0031651032975","21.1702698107532","2.2472152663846","-19.723424469545","11.0196460037346","3.16253286902139","",
"Australia","AUS","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.51410341185269","-2.45593719247232","2.65902295312637","4.1761989491885","3.71068730392463","3.05304722996465","1.5541450305514","5.22007315403725","3.50071937150349","3.35746262800629","-0.953531870428321","4.31905206239817","5.91293600582286","2.24148246359088","2.06388919780105","2.08531448887331","4.64077846603277","4.32208809765744","0.849332370985138","3.14288666320799","1.29110015410194","6.06584673529107","3.39421888813116","4.16780051441495","1.51179813193801","0.934929466921645","-1.05299518264887","3.9343175754524","1.12311328915824","-0.477584387757616","-0.810067385846011","0.801370379020213","",
"Austria","AUT","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","5.78104707603192","-0.941023144562152","3.4740899005572","2.11939340140927","-1.94613115954742","-1.95072111292016","2.53070693834927","-2.18512481066942","5.21895293289177","1.97521468129666","0.326912148346608","3.46425370049602","2.81513945212532","6.2400113457044","4.12173090257866","0.953844445705982","-0.172002156276946","4.56087250362354","3.37054597479094","1.70015280176756","1.63891407424039","2.85007969942768","3.01789378857784","4.12734120043412","1.76381799702267","-0.717005479063303","2.44398260631993","3.1617232103825","2.03332316370815","3.65298609242306","5.13794159484029","-0.278931921550551","-11.304145583722","3.37975771635439","3.98349562221733","1.4707817129835","0.590506167047124","0.0219366723695202","-0.0093103692940133","3.03512839813969","3.38255281270405","3.22877995958217","0.470821748166287","-5.45749479687554","8.28157208095921","3.02879593917496","",
"Azerbaijan","AZE","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-25.1340900963064","-27.2561038830158","-13.395638829481","7.29694833017534","17.7287382281046","17.9068407371926","2.63610750962894","-13.2374570402926","8.28365468536994","11.2834666021635","11.5552112101218","9.89379984276071","46.0828664812328","50.1810252841568","33.3218075278371","9.61766569244867","10.4056919262452","3.81742856162421","-5.57475453952756","-0.938011847579077","4.51771296772722","0.150863778893751","-1.92824377110729","-4.14243969754455","-3.54648249978995","-0.663005845945094","0.877181119423454","-5.98172692004269","2.1121309142257","0.403936161966854","",
"Burundi","BDI","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","5.62720672017547","-2.32581485038916","1.86258702588378","3.66402753891167","0.626830009717622","10.3442880390807","24.4358296207416","11.4161618436684","0.811383294776519","10.1314554799782","9.57507376467478","9.24661091606156","3.24706208103214","1.54106434084451","9.30813770719257","1.32354382230911","7.41080008290018","0.555370664855886","0.719166510252563","7.48808806628935","9.27966372026039","8.56999755655177","-14.0200000084097","-18.470000001411","-16.5900000147213","3.88000002281161","-1.05085170824763","-1.58999997169602","4.58999996032054","-6.23015180737903","-6.2301518077708","-6.2301517781183","-6.23015180203193","-6.23015183183078","1.55091892758539","5.36824509267224","8.33677374463645","4.8448492166459","9.0406024617948","1.36442458585988","1.85558782450616","5.27308607580244","2.43590627153687","6.20010831940094","-16.1","-1.29998493613715","0.699998852460908","2.40003190774105","2.09999999999999","1.76005999999856","2.99288881131136","3.15616999999848","",
"Belgium","BEL","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.39966894071246","5.92452648192159","1.5793167441488","1.66558471668368","6.07717755520285","0.427099919882949","0.0332520347248249","0.329556511095078","4.85586958871073","2.37848877340822","0.704294381010413","4.83849540352801","-2.01808687622484","-4.98375710826589","4.78844692171269","1.32708650561753","-1.83998466785211","-0.158781468599273","3.18016167591774","2.87793171486021","-0.852562139555204","1.10083072974028","0.399218602613189","3.67093594864738","-4.17135386579915","3.55731707614699","-0.0994525396926349","",
"Benin","BEN","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","-7.24692769004608","14.0537559804257","-2.8397757505986","28.2607971754592","-13.5666280075941","-12.3737209801484","14.2599368207231","-6.27061543596473","7.829513690886","-1.27784505592751","19.0990717107149","34.3858963610364","-3.90736586385293","8.43377010100863","9.16665302792852","-21.3740474852193","-0.161811814073189","5.99675620326884","7.80427656755307","8.19961379094501","4.53695169300676","9.05240145633783","-1.7936451905133","4.83391297563558","3.92118751717609","7.6962793741726","3.50844056578119","-0.187647250871905","1.74973586865568","9.20854703548255","13.3575033814098","1.85878430725784","1.1770368330605","1.07548447744104","6.59517359314022","3.0486357533092","-1.77019105211235","-8.90281578749014","1.53198704288178","3.36777998298918","0.175324284212593","3.66417187653727","6.1995819109343","3.89150454428717","13.7868754537775","0.891605887717134","0.469051557302976","4.84097644985295","13.5583944431426","5.17512691651621","9.11635590632682","7.88912782974893","",
"Burkina Faso","BFA","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","3.99684693771263","2.01816754504985","13.0797255381091","-11.683769356996","20.9832938594862","10.7733464507909","-16.9161794277902","7.65924653063756","-2.92036702710053","4.14897282003908","-1.33309916686181","7.89637819394038","0.783076334816357","1.74823183649519","5.53892669547893","10.1069263646039","8.37000755013348","-0.950753377625873","-0.542984549606985","7.62909928706377","0.125977892883668","4.1629070873766","5.27412928408101","-4.56299688549807","0.198362207830712","-0.870013453168539","20.3983910069659","4.34425531617191","34.6975079014472","-3.09117322711673","5.05829151217729","6.04593602276667","13.8733313033664","5.56958239067605","5.04229190394709","5.26077648760351","13.7909506218365","-2.1473898567766","11.4071868879166","12.0170332343243","12.5193179112468","-1.72632263616821","4.64974325582814","10.3905204395629","6.51143924262945","4.99902004161596","5.9467200791351","9.47807831542222","6.90838570705188","10.5119440961702","6.9595084907173","-8.28478089013336","",
"Bangladesh","BGD","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","2.03375392359135","26.6464781713453","3.91926614314026","36.0536795447506","7.88599113975125","-4.00791471854751","-13.3219530492558","18.4028292346264","6.02249561446411","0.737672313446566","-19.6383561732128","-46.6848485808888","69.6899882690191","20.6046141530669","-12.5921208423355","-1.54574786523702","17.1459532934298","4.58699038949287","21.1330198048224","-3.82095091508286","5.00925762061843","3.37754520741574","3.8990674425372","9.62858041771828","6.18843548187851","6.90845793506276","8.62689243238555","3.12302685970091","3.77914616924116","7.29753048109292","4.71089839560517","6.98920326524393","8.09418660626446","8.12966918611215","10.1343668339856","6.7367266914209","5.22548196940957","8.726901366391","5.24130504240993","6.25577136907476","7.46167968792395","5.80300982499556","6.58169972868812","7.04927176809298","7.93237095905228","9.79789995663096","9.0278282316592","7.03353404140566","6.9131732548217","7.03220195820229","9.01913017982581","9.43559876394447","9.63935890583394","8.16001423546469","9.6669048554927","11.0937338432963","8.27216485254442","10.1958139198514","11.6333234522901","3.61107832119019","10.2871037841602","9.85567462766943","",
"Bulgaria","BGR","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.46769284505424","9.34655728140005","7.63915686581976","6.13131832577591","5.09407775783477","5.19291833410173","5.37380045404919","9.91426208726331","0.965210424661848","-12.5000000194037","-18.5999996846281","-6.40000012269243","-6.19999993445968","5.99999930126944","-5.47048615377044","0.540294203997433","8.31462702056417","2.68032620154518","-0.865114219823866","10.8846464401267","6.23007715689575","4.56887951778491","7.63439548018225","3.98045099499771","4.48233355852159","9.25238767515091","11.9800221694865","5.54225022548866","-2.79627478295788","-7.15568149128359","2.16105148071557","3.95322584227458","-2.83778694119482","0.555567967824317","4.39797812613814","3.92589172830175","0.978816072561202","0.00164820086270367","-0.00058042383010104","-7.98892017093323","0.992763779906696","11.9195397876278","",
"Bahrain","BHR","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78099089776907","4.68671017948421","0.0751369659740249","2.34397249086204","1.45204168928055","-1.75314518871133","8.89791793565536","4.77180225475178","1.30231768058029","2.8520210882276","0.550045610698135","1.06679097563236","2.26459348988388","-0.948396730916059","0.487837078321718","1.21057226696118","",
"Bahamas, The","BHS","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.84721207814842","-2.7812295413445","1.35637277459797","-10.7253112326492","12.0819379669817","-0.635092673500978","3.05196101917468","33.4170382550874","11.3573407202216","-5.48922056384743","8.25583435690471","-14.1097333657509","5.77467446688054","15.2096342551294","-4.27409988385598","12.3271050715846","14.5027723770433","-22.8287529086221","13.397441121343","-7.53144089112469","15.0384705059454","4.83042832049722","9.60881613713991","-6.543979303857","10.1289713746461","-10.4941445301342","18.2410007658923","-8.72287595811292","-8.00709639266705","2.3913602468501","-29.601958814666","-14.8309997324534","10.1780104712042","",
"Bosnia and Herzegovina","BIH","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.20402116740446","3.07143607151291","6.01889296802858","8.15879478825363","10.1304640734665","9.5040424125649","8.09960564526875","9.13808370953345","-4.58637654128405","1.63630231929348","-0.32201538951071","-2.57302911772942","3.93266506628787","1.72790258216658","0.677509694356189","4.86079036369853","4.99894928418563","3.90398388026496","-0.673052330913933","-1.94647648229861","9.09777501386912","1.77296596016873","",
"Belarus","BLR","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.419842982749216","-8.38932636412298","-11.7129805113014","-17.3612746851449","-13.4411205510824","3.37265946297558","17.9642115771411","10.8416630350582","7.57068140096865","5.816849685059","4.79973385475934","6.97135952485731","10.6176059198552","18.8297418302103","13.5544632191339","14.1423575047324","9.30020173301382","15.5431565943757","0.303744203159411","12.0841006672503","7.24349972330273","2.03714681266011","-1.92053146227559","1.50224721059612","-7.34691072369476","-4.66818316684798","3.55846042120551","-4.21759166499699","1.42767492940068","-0.368651714359373","3.07656480451264","-6.10754091776283","",
"Belize","BLZ","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","6.21279444337132","13.6961501124108","9.02103326593182","11.5124080317779","6.3593367230615","-0.521504695699647","15.2276497189352","7.55470490414525","5.7110583930108","37.9466294702235","3.84719581323387","-2.15765904853366","-1.63945138277151","-1.47128638917923","1.01919890164656","3.55809459138783","10.0139189687556","5.76115892697237","14.8654462783276","11.6216768511592","8.17570584535319","10.6530658445246","8.94497106486394","-10.712305833951","-0.54627924389294","-1.30416201876938","0.742592288463271","-2.96027867349402","9.61528029801337","29.0678927763856","-1.38717108013667","0.00296916995112895","-10.3112549919616","8.78972205388904","-0.765361912645488","14.4782899440391","6.32093760304335","-4.81206340637003","5.78707653746868","-11.1198912529334","-1.94862691491231","-10.1661374642332","4.35735907457413","6.67474759316804","-2.42774953560321","7.88446425781714","-7.06865159683056","0.0385773531132827","5.02065219426113","-3.29522699896604","18.5262392711023","-2.17076096004206","",
"Bermuda","BMU","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14.3392479102556","-9.34344656792929","-3.70864798477869","-3.55903461842676","-1.02473466151373","0.78889191263481","4.18207577793891","7.91133527078736","15.6441088689438","-16.5669109805926","0.102642986994823","","",
"Bolivia","BOL","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","-1.46484375392743","10.1090188335122","9.98995984015163","6.70926517431735","10.2651839162724","8.96043444829185","11.9615521517664","6.00953895292882","7.16856628649074","4.17016512722886","7.2792638265027","12.1933222658867","9.96382768828283","2.399820573146","3.28782458474615","3.89943923455127","6.4925051589598","0.971039183294309","-4.52800742442298","-5.65728974782954","-3.32328303658693","-9.2356606698402","-1.15571183543011","-4.25807135756902","-7.31323980598269","-9.51561647684521","3.60257015511247","4.01095715907917","7.9944143449835","7.09003587201225","4.21386205668823","1.79830537263399","5.42509760911322","4.67729784096529","6.98758736370679","3.06045499004044","3.71400658928202","7.08099141961951","-1.96129295544074","2.43327326057519","0.207333244295469","2.67904427547955","0.895123727756314","6.30287744848685","6.47467068217004","6.93429526967464","6.99792160994528","10.5798491700209","2.89625176257975","3.84310191631458","4.86637654154298","5.20391193823653","7.53006734042047","5.23642446550963","2.62117066146101","4.00836545439549","2.2492602621395","2.27688047046402","0.123099561463704","-11.8400697143582","9.56148739913428","1.03417842183615","",
"Brazil","BRA","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","9.4962083630014","6.94363365530239","0.14230958944232","6.20445039537951","-1.42216178422485","10.7630833023235","3.31116211759314","14.4370624067806","11.1130022708231","16.35706029267","11.8106193834632","14.1888441654012","17.038585245624","8.49387735041682","4.90088130442112","11.7357797473268","3.14453463710704","6.43982803366407","6.79716483045793","9.25000000000009","-8.84000000000005","-0.0400000000000915","-5.91999999999993","6.3100000000001","8.26999999999987","11.66","0.990000000000109","-2.59999999999999","2.8599999999999","-8.18000000000006","0.260000005889438","-4.22000000232954","7.00999999313746","6.73131544470802","1.91221209763907","0.974616595227616","4.37499246091721","-2.09000435633541","-2.60791549589297","4.41183626677879","-0.642399970510297","3.80321937864061","0.103619622040952","8.21488956529741","1.99438711852898","2.00645481518866","6.20666415392017","4.09961141846593","-4.70228879526876","10.203071285191","4.11432515113508","-0.722824355877364","2.16621844265083","-1.50818380082876","-5.76150331253274","-4.56629854966275","-0.500729976676013","0.716981126743676","-0.670037535152375","-2.97091075728217","4.77981922206195","1.61903443387823","",
"Barbados","BRB","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","15.2371462774027","-2.19416871267254","9.81095244986328","6.25318004087845","4.43888128522372","-1.0429665122853","-6.74486803035281","3.33333332888299","2.43457090967428","-4.69399880961765","5.98503740314213","-1.17647058566439","6.90476190686786","5.51224943866615","-4.48548812908754","-4.58563526013825","-12.7388539925145","1.39349827582321","1.17800656157678","6.27426321692025","5.53864552996464","7.55478792666287","-2.57372983345591","2.75179014552489","-0.482055180728764","-0.645858372312077","4.60455356011509","-0.517870774160883","2.70692302793911","7.146483144214","-1.98014172147674","-0.108848764246389","6.48035382347285","-14.8206116060679","-10.0353356890459","-0.919088766692852","-1.27646079441845","-1.47767426919371","-0.497228562112824","1.72851642500204","-1.80383314543406","1.37772675086107","-3.34897265814593","-0.292936056243718","-1.44380088978427","-6.31973426454306","5.01863805800527","",
"Brunei Darussalam","BRN","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.288145364296753","5.38369654139647","5.31883584403279","-1.00670359498127","3.67107536283248","5.35792579438123","4.6536534968926","-6.07240631565705","-0.264075766670217","3.59678213094476","2.97995262869341","0.831163476273105","4.49436226924307","3.48172617931679","-0.546508789666873","-1.7904337564904","2.85655494345585","-5.57280241314531","-5.44082885582711","-5.01660816264429","1.72021042459394","3.24836981641461","-1.38716390708073","-5.63611237640148","-4.36306735931552","-0.0337955656909941","-2.94253181467357","1.51446825950829","-0.363798897522102","4.19181630320118","2.9091491079666","-4.16680104471737","-4.90709980332308","",
"Bhutan","BTN","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","69.9820820955906","7.53968341958475","27.9507693496089","2.20525042245872","-5.90513035214512","26.9097358905283","89.2174145648661","-0.801522923904301","9.79423800007997","-1.26622083145772","-2.59149183893244","15.0327185391814","1.32217930283176","7.03607201766161","15.9610574461788","3.58354519199229","-0.842265807528705","4.69157627193428","15.0764755839002","7.25660999221202","12.7648528837997","16.7617859003419","9.63713523990673","2.03847837115167","3.77713210648926","8.84119570266988","40.7289118116646","6.21662908701791","3.45398960993369","12.4842064957972","4.05863242443884","6.76785515131679","3.90191516019343","3.71227390180881","8.21578075566016","6.93650031109314","2.54721392835073","-3.99655375319445","-1.33493365551088","-14.3970363176775","3.94446589326654","","",
"Botswana","BWA","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","-2.16218080860033","3.31494634827718","-7.48660508211721","50.0742631911766","65.9795141496072","-4.47537600039199","5.77961222562126","-8.30046964967653","114.036612201751","70.5105616873477","23.714004771907","26.3757424404184","21.2415495220098","8.9954823583557","20.4676677742216","13.117616342862","22.4121165020212","20.842044462659","10.7382752459269","21.337110892652","17.5822650036528","22.377003509738","22.4936757999291","8.33361900999105","3.50109601629521","7.1271005827286","8.68719226529745","16.3590377535183","10.5948562724742","3.87860459384581","4.61239989221731","-1.82078955681892","-0.836820481355744","2.55277710183893","7.13479928191829","-0.658725272655971","6.57371705994481","-1.52524649348933","6.6712193587984","6.80542920930844","0.405982029548227","12.7522737387816","1.83575148701709","-1.14803295211338","5.63700852299931","7.79962834576551","2.55058447682805","-2.24477141731182","-31.7483999407203","16.8197956139326","9.20369254409789","-3.73627195056174","14.9380280349299","5.91706975019095","-10.5160176355109","3.30364943422572","4.86477411879871","5.43649352789257","-1.48525957902621","-20.5375285348061","19.3272357323374","7.56733090572999","",
"Central African Republic","CAF","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.7412025491826","12.6666591467954","7.24994618730821","-45.7941656942824","-14.9195770475994","12.2873422461517","2.86164939161783","1.73844468784228","-0.279909395481837","12.0640674877358","-0.00850397519742785","29.4598304462497","-1.50003442577851","",
"Canada","CAN","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86953249650699","5.98810166184745","6.34052412002202","-0.706037583045799","2.95529720534525","0.912592989984901","3.30114685252852","2.96714928460793","1.08584648669141","0.501117273064963","-1.50024927808508","-9.85255030485536","6.66795112682519","4.54831708731021","2.33470657371365","2.58256539113808","4.29756784676898","-1.10434505623994","-1.42285258652619","3.73113476338121","3.30030746783227","0.288035034597726","-5.88338290924271","5.62788968336712","3.20664840708898","",
"Central Europe and the Baltics","CEB","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.725351092685059","1.27259391803918","0.779006983174099","3.26980855936615","3.07534253268886","3.57783524829361","5.50033732027646","7.57079871391883","5.88548932603466","10.3304235090537","7.36208096143407","5.77449094844793","-6.22307280108552","4.27010054935467","5.45496848242462","-2.58319469880041","-2.22270452433872","6.29829461793223","5.29810987952391","1.85507070310172","3.61522501921357","4.36620853701102","2.63519286002769","-5.90003683273675","3.75548727381579","3.89220312957011","",
